gain_id,ratio_label,gain_correct,algorithm,seed,train_timesteps,eval_episodes,elapsed_seconds,learning_gain,final_knowledge,success_rate,dropout_rate,adaptation_accuracy,emotional_wellbeing,mean_episode_reward,action_diversity_shannon,dominance_detected,action_frequencies,dominant_actions
G4,10:1,0.1,Random,42,0,1000,3.3,0.37866509076199467,0.5683897060174954,0.073,0.0,0.28787378424424936,0.36752935634567674,2.677764284343073,2.069389956670311,False,"{'hint': 0.1318, 'scaffold': 0.131, 'encouragement': 0.103, 'simplify_problem': 0.1137, 'harder_problem': 0.1511, 'break': 0.1041, 'explanation': 0.1152, 'no_action': 0.15}",[]
G4,10:1,0.1,ERT,42,0,1000,2.8,0.2431331578936514,0.47783300607151596,0.029,0.0,0.2576282563758148,0.40878429925629967,3.0350966096024083,1.0961224857548226,False,"{'hint': 0.2732, 'scaffold': 0.2569, 'encouragement': 0.0055, 'simplify_problem': 0.0, 'harder_problem': 0.0011, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.4633}",[]
G4,10:1,0.1,DQN,42,50000,1000,24.9,0.6779232670161989,0.7760542086820301,0.517,0.0,0.9999000000000001,0.36540420593079287,2.811937307142503,0.6313945577965464,False,"{'hint': 0.0, 'scaffold': 0.3261, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.6739, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",[]
G4,10:1,0.1,Random,0,0,1000,3.2,0.39249798185016754,0.5778197679741134,0.08,0.0,0.2861244843276036,0.37080042748770775,2.7315185801218966,2.0696425226074866,False,"{'hint': 0.1311, 'scaffold': 0.1299, 'encouragement': 0.1031, 'simplify_problem': 0.1175, 'harder_problem': 0.1507, 'break': 0.103, 'explanation': 0.1149, 'no_action': 0.1498}",[]
G4,10:1,0.1,ERT,0,0,1000,2.7,0.25392512566758174,0.4850690861101105,0.028,0.0,0.24928511627906977,0.41013522088278936,3.06061250724409,1.0830803603241697,False,"{'hint': 0.2675, 'scaffold': 0.2492, 'encouragement': 0.0051, 'simplify_problem': 0.0, 'harder_problem': 0.0006, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.4776}",[]
G4,10:1,0.1,DQN,0,50000,1000,24.4,0.6955935298985712,0.7888166365373184,0.572,0.0,0.9931242963381647,0.34873780740662214,2.5978759600805286,0.5386553266658355,True,"{'hint': 0.0, 'scaffold': 0.2255, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.7739, 'break': 0.0, 'explanation': 0.0006, 'no_action': 0.0}",['harder_problem']
G4,10:1,0.1,Random,1,0,1000,3.1,0.3843525986862598,0.5714042210515218,0.063,0.0,0.2873921426641203,0.3690035713556077,2.6923884925235044,2.0690593971764635,False,"{'hint': 0.1335, 'scaffold': 0.1292, 'encouragement': 0.1036, 'simplify_problem': 0.1151, 'harder_problem': 0.153, 'break': 0.1016, 'explanation': 0.1156, 'no_action': 0.1484}",[]
G4,10:1,0.1,ERT,1,0,1000,2.8,0.243611840617709,0.4783417217948596,0.021,0.0,0.25197478260869566,0.41029921454086005,3.048453366128101,1.0819934838836764,False,"{'hint': 0.2702, 'scaffold': 0.2521, 'encouragement': 0.0041, 'simplify_problem': 0.0, 'harder_problem': 0.0006, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.473}",[]
G4,10:1,0.1,DQN,1,50000,1000,24.3,0.4377333893418611,0.6029370001016915,0.167,0.0,0.4435481406830588,0.4125561034440081,3.3727718895937295,1.4655228381540597,False,"{'hint': 0.0, 'scaffold': 0.1031, 'encouragement': 0.0692, 'simplify_problem': 0.2905, 'harder_problem': 0.3396, 'break': 0.1975, 'explanation': 0.0, 'no_action': 0.0}",[]
G4,10:1,0.1,Random,7,0,1000,3.1,0.37750274398922806,0.5680215110607548,0.076,0.0,0.28575574027657275,0.37048474077041094,2.704235463427497,2.0691935155505283,False,"{'hint': 0.1303, 'scaffold': 0.1305, 'encouragement': 0.104, 'simplify_problem': 0.1134, 'harder_problem': 0.1496, 'break': 0.1033, 'explanation': 0.1157, 'no_action': 0.1531}",[]
