timesteps,action,mean_A_hat,mean_prob
0,encouragement,1.3565756201761858,0.1361243575811386
0,simplify_problem,1.7878701777764179,0.1043529137969017
0,no_action,1.2834670416540408,0.11319977790117264
0,harder_problem,1.334339470061015,0.14345258474349976
0,scaffold,1.4608987836109324,0.12877953052520752
0,encouragement,1.4090002143003182,0.15122371912002563
0,simplify_problem,1.528854612343939,0.12328297644853592
0,no_action,1.2110925578752532,0.13614852726459503
0,harder_problem,1.5335217930716516,0.1757601946592331
0,scaffold,1.5663225920194788,0.14233332872390747
0,encouragement,1.1620111915898939,0.156306192278862
0,simplify_problem,1.445010111458315,0.11997620016336441
0,no_action,1.3715845180447934,0.13103435933589935
0,harder_problem,1.291355972517798,0.16611991822719574
0,scaffold,1.4363835081180272,0.1467985361814499
0,encouragement,1.3749701920077677,0.15917721390724182
0,simplify_problem,1.5821098063237211,0.12027324736118317
0,no_action,1.4220310236308467,0.13117295503616333
0,harder_problem,1.420971635062754,0.16612212359905243
0,scaffold,1.3057201366759852,0.14951838552951813
0,encouragement,1.5016705939648702,0.18372659385204315
0,no_action,1.4817686462413429,0.14532627165317535
0,harder_problem,1.3324269371944621,0.1837855577468872
0,scaffold,1.357450921283719,0.1729750782251358
0,encouragement,1.2524644459162044,0.2124354988336563
0,no_action,1.3356846265628421,0.18164783716201782
0,harder_problem,1.3204499467288473,0.2340567708015442
0,encouragement,1.2393043849191183,0.13562947511672974
0,simplify_problem,1.463500883752323,0.1043006181716919
0,no_action,1.4177443108982892,0.11404629051685333
0,harder_problem,1.6844114784228337,0.14479823410511017
0,scaffold,1.3143837919039476,0.12731653451919556
0,encouragement,1.4407217585717056,0.1549936681985855
0,simplify_problem,1.2795941735066783,0.11934206634759903
0,no_action,1.2295624519999502,0.13043318688869476
0,harder_problem,1.2091275282747784,0.1669558435678482
0,encouragement,1.2579765204594338,0.14449544250965118
0,simplify_problem,1.4290968885127708,0.09801038354635239
0,no_action,1.1826704495973603,0.10380446165800095
0,harder_problem,1.1084559391930366,0.12805280089378357
0,scaffold,1.5157144056415697,0.13713382184505463
0,encouragement,1.440604024846286,0.1608857363462448
0,simplify_problem,1.362579930824442,0.11704948544502258
0,no_action,1.1941540207366348,0.125811368227005
0,harder_problem,1.1514255727379363,0.15821512043476105
0,encouragement,1.2404600105656653,0.15782880783081055
0,simplify_problem,1.455239015948001,0.11312831193208694
0,no_action,1.263242497352782,0.12092259526252747
0,harder_problem,1.410287946057281,0.1507687121629715
0,scaffold,1.4662257431416763,0.1492578387260437
0,encouragement,1.3809709290038081,0.15188908576965332
0,simplify_problem,1.4525938158265355,0.09415926039218903
0,no_action,1.1536593529181514,0.09701979160308838
0,harder_problem,1.3174576545624395,0.11446278542280197
0,scaffold,1.5144399389425707,0.14491915702819824
0,encouragement,1.6405749570980892,0.15521211922168732
0,simplify_problem,1.6767561719264226,0.12180941551923752
0,no_action,1.4042364480424363,0.11675333976745605
0,harder_problem,1.6356040725162038,0.12621885538101196
0,scaffold,1.5154721039257826,0.1552620828151703
0,encouragement,1.454882943591197,0.19727325439453125
0,simplify_problem,1.2648588011375972,0.13857197761535645
0,no_action,1.1755701597987585,0.14815470576286316
0,harder_problem,1.4110322719249342,0.18401594460010529
0,encouragement,1.4612085989287436,0.18729060888290405
0,simplify_problem,1.5779796277589673,0.14238202571868896
0,no_action,1.2261726880757917,0.15525981783866882
0,harder_problem,1.4375670286775502,0.19676536321640015
0,scaffold,1.5229796124307187,0.17584502696990967
0,encouragement,1.584337032021181,0.17774935066699982
0,no_action,1.2098522523430701,0.14776544272899628
0,harder_problem,1.8360533130287915,0.1883101910352707
0,scaffold,2.016776580759642,0.16672544181346893
0,encouragement,1.6061545338297647,0.15294434130191803
0,no_action,1.624985776198093,0.12362678349018097
0,harder_problem,1.6142096433695867,0.15730704367160797
0,scaffold,1.5573061558228074,0.14345252513885498
0,encouragement,1.4791549092009677,0.153370201587677
0,simplify_problem,1.4324048816226012,0.11382171511650085
0,no_action,1.518994895710183,0.12355531752109528
0,harder_problem,1.5095022401125668,0.15809334814548492
0,scaffold,1.4530628063296083,0.14397820830345154
0,simplify_problem,1.7160102916024855,0.11752735078334808
0,no_action,1.5420985958233662,0.12749238312244415
0,harder_problem,1.5383573798134056,0.1634044051170349
0,scaffold,1.3665522734599833,0.1501639038324356
0,simplify_problem,1.5775691352856025,0.13464011251926422
0,no_action,1.1493963501726978,0.14647223055362701
0,harder_problem,1.4912718575672153,0.18665362894535065
0,scaffold,1.3675015940527637,0.1701929122209549
0,simplify_problem,1.4797689469845396,0.14050544798374176
0,no_action,1.6228779385825445,0.15407314896583557
0,harder_problem,1.4185248667533665,0.19614949822425842
0,encouragement,1.5952820783389936,0.15781846642494202
0,simplify_problem,1.3204485459840185,0.12017382681369781
0,no_action,1.6572814621630818,0.1317622810602188
0,harder_problem,1.6164686107370998,0.16759093105793
0,scaffold,1.3792597733846281,0.1480250060558319
0,encouragement,1.386292445634494,0.15916995704174042
0,simplify_problem,1.5272041162273837,0.11865794658660889
0,no_action,1.4274696644531912,0.129349485039711
0,harder_problem,1.378135735979081,0.16543789207935333
0,scaffold,1.6170341952168101,0.14977385103702545
0,simplify_problem,1.5601868903277811,0.1393222212791443
0,no_action,1.47001896108066,0.14959244430065155
0,harder_problem,1.1210529536392406,0.18873490393161774
0,scaffold,1.4561675330642567,0.1858401596546173
0,simplify_problem,1.2807109329428932,0.1350349634885788
0,no_action,1.2956532049103986,0.1471213698387146
0,harder_problem,1.5359213799360407,0.18941755592823029
0,scaffold,1.0219010304395286,0.16801080107688904
0,simplify_problem,1.6050353447090373,0.1419852077960968
0,no_action,1.268101612645326,0.15536777675151825
0,harder_problem,1.5164382936954977,0.19985221326351166
0,scaffold,1.6831065414816324,0.17559832334518433
0,encouragement,1.717773842562595,0.1714658886194229
0,simplify_problem,1.6242520087221157,0.11236902326345444
0,no_action,1.4281224081666055,0.11861925572156906
0,harder_problem,1.3951343747370257,0.14685267210006714
0,scaffold,1.5731289805105693,0.16192643344402313
0,simplify_problem,1.5341155439851448,0.13979822397232056
0,no_action,1.3229096253307726,0.151419535279274
0,harder_problem,1.4876719221742358,0.19264566898345947
0,scaffold,1.3024669977001628,0.18176908791065216
0,simplify_problem,1.4794093949082687,0.11194001138210297
0,no_action,1.4753733763123291,0.11793497204780579
0,harder_problem,1.4341496092484476,0.14372920989990234
0,scaffold,1.3595763243151704,0.1628067046403885
0,no_action,1.5904188745476,0.14041991531848907
0,harder_problem,1.189666803066173,0.17641869187355042
0,scaffold,1.094839351213188,0.17457862198352814
0,encouragement,1.24285786979483,0.17769047617912292
0,no_action,1.367008577200851,0.14424747228622437
0,harder_problem,1.2889306641262024,0.18450863659381866
0,encouragement,1.4790243841583282,0.14565734565258026
0,simplify_problem,1.5184676845871337,0.0957619696855545
0,no_action,1.2108339284438077,0.10131272673606873
0,harder_problem,1.4846475531020875,0.12524031102657318
0,scaffold,1.41788654385694,0.13715466856956482
0,encouragement,1.3255091235415934,0.15964046120643616
0,simplify_problem,1.104076629342317,0.11672841012477875
0,no_action,1.2213514202395757,0.1265670359134674
0,harder_problem,1.2743204414721496,0.16022926568984985
0,scaffold,0.9593452268002023,0.14956705272197723
0,simplify_problem,1.3229855173895575,0.13916265964508057
0,no_action,1.0374314964095777,0.15159685909748077
0,harder_problem,1.047755386205506,0.19380222260951996
0,scaffold,1.177108889816135,0.17654237151145935
0,simplify_problem,1.2031114103936538,0.11487936228513718
0,no_action,1.065696476339827,0.12302461266517639
0,harder_problem,0.8741936838493327,0.15023992955684662
0,scaffold,1.1258016969863185,0.15743033587932587
0,simplify_problem,0.8004770310220948,0.1338101327419281
0,no_action,0.9024416459542612,0.14497967064380646
0,harder_problem,0.8477952559611379,0.18086884915828705
0,scaffold,1.1034631293739456,0.1738724708557129
0,encouragement,1.1915449601138006,0.15107251703739166
0,simplify_problem,0.8990033094919089,0.12205541878938675
0,no_action,1.2955324881924057,0.13677428662776947
0,harder_problem,1.0814860896048761,0.17630723118782043
0,scaffold,1.2011153195377955,0.1394420862197876
0,encouragement,0.8435929809292058,0.1519385725259781
0,simplify_problem,1.1259242596606371,0.1216576024889946
0,no_action,0.8748676574521832,0.13600115478038788
0,harder_problem,0.7639318273803893,0.17455607652664185
0,scaffold,1.033533547252464,0.14048784971237183
0,encouragement,0.9322471894871927,0.1340305209159851
0,simplify_problem,0.8282680668651794,0.1037977933883667
0,no_action,0.9346529591937511,0.11529175192117691
0,harder_problem,0.9436618316742389,0.14777405560016632
0,scaffold,0.9084594329797961,0.12384536117315292
0,encouragement,0.7908806321276316,0.1540137082338333
0,simplify_problem,1.0165759342702212,0.12088039517402649
0,no_action,0.6491643534808411,0.1348595768213272
0,harder_problem,0.9620992910621875,0.17459115386009216
0,scaffold,0.7805391181874304,0.1422445923089981
0,encouragement,0.7122349318506935,0.15414421260356903
0,simplify_problem,0.7635116729460619,0.12049689888954163
0,no_action,0.6725022696330998,0.13430798053741455
0,harder_problem,0.7568160689361744,0.17392213642597198
0,scaffold,0.7516182317465936,0.1427375227212906
0,encouragement,0.5984462163326568,0.1767006367444992
0,simplify_problem,0.7469831425130926,0.13694016635417938
0,no_action,0.7478099025637747,0.15237073600292206
0,harder_problem,0.7347731640243514,0.1950477808713913
0,scaffold,0.7231047053350695,0.1634097397327423
0,encouragement,0.6767901716539032,0.15194569528102875
0,simplify_problem,0.5651280405709656,0.1213107481598854
0,no_action,0.6108928677728084,0.13565757870674133
0,harder_problem,0.7294723757726257,0.17445921897888184
0,scaffold,0.8110531919099132,0.13996298611164093
0,simplify_problem,0.4793974491036713,0.14353331923484802
0,no_action,0.6072022530789127,0.16100971400737762
0,harder_problem,0.5807913837266376,0.20572863519191742
0,scaffold,0.6342681351260875,0.16422432661056519
0,simplify_problem,0.4964285844501152,0.13748101890087128
0,no_action,0.38408712564185077,0.15391169488430023
0,harder_problem,0.5673078890675827,0.19833865761756897
0,scaffold,0.49875016831391483,0.15806497633457184
0,simplify_problem,0.3753725550561473,0.1441248208284378
0,no_action,0.3499566766698374,0.16237355768680573
0,harder_problem,0.3065211538513132,0.2118111401796341
0,scaffold,0.38961973200931327,0.16165921092033386
0,encouragement,0.4452725491356009,0.16755370795726776
0,simplify_problem,0.2653502676603746,0.13892902433872223
0,no_action,0.35299657118645933,0.15704041719436646
0,harder_problem,0.47473193082920007,0.20527954399585724
0,scaffold,0.3392599528031781,0.15394575893878937
0,simplify_problem,0.18589834543679692,0.12123183161020279
0,no_action,0.20189234412188733,0.1364242434501648
0,harder_problem,0.23162214776941828,0.17659011483192444
0,scaffold,0.20617079647363945,0.13839730620384216
0,simplify_problem,0.1271865916529049,0.1414373517036438
0,no_action,0.08759289328412641,0.16076166927814484
0,harder_problem,0.2298792923840377,0.20993180572986603
0,simplify_problem,0.018806697649219134,0.14532367885112762
0,no_action,0.020105605935158075,0.16614499688148499
0,harder_problem,0.0721597171442826,0.22040793299674988
0,scaffold,0.02890320742856893,0.1558677703142166
0,encouragement,0.7783508217006494,0.1453835517168045
0,simplify_problem,0.8783597660935398,0.09674882143735886
0,no_action,0.7522784100347732,0.10181814432144165
0,harder_problem,0.8025097024684871,0.12749028205871582
0,scaffold,0.8710139774075047,0.13858157396316528
0,encouragement,0.8583005742597052,0.16451600193977356
0,simplify_problem,0.8871186360350953,0.11647334694862366
0,no_action,0.906961531917339,0.12484327703714371
0,harder_problem,0.8728849095192213,0.15784360468387604
0,scaffold,0.8033895709645593,0.15604884922504425
0,encouragement,0.9775891639716034,0.18688692152500153
0,no_action,1.1061078781489928,0.14124973118305206
0,harder_problem,0.9210159508001867,0.17737890779972076
0,scaffold,1.0191254763598434,0.17804066836833954
0,encouragement,0.8856146522298949,0.18807090818881989
0,no_action,0.7610481980657391,0.1405574530363083
0,harder_problem,0.6761812689421389,0.17606209218502045
0,scaffold,0.8328457839770174,0.17921745777130127
0,encouragement,0.8045850074919547,0.15867094695568085
0,simplify_problem,1.0937339669303534,0.11237415671348572
0,no_action,0.961349012928072,0.11930915713310242
0,harder_problem,0.9007727408300386,0.14919410645961761
0,scaffold,1.0614855799081135,0.15132354199886322
0,encouragement,1.1410416749156576,0.15782587230205536
0,simplify_problem,1.0769014289141585,0.11911769211292267
0,no_action,1.2530887082199333,0.12894576787948608
0,harder_problem,0.744408946873927,0.16254326701164246
0,encouragement,0.9126369671970493,0.13998554646968842
0,simplify_problem,1.2219117187391555,0.10204523056745529
0,no_action,0.9775531596534544,0.10953645408153534
0,harder_problem,1.0538252507857313,0.13628952205181122
0,scaffold,0.8474064395483154,0.13266147673130035
0,simplify_problem,1.0754132923337443,0.11743555963039398
0,no_action,0.9681355657787583,0.12455881386995316
0,harder_problem,1.054332525282852,0.15376845002174377
0,scaffold,1.0515698268776412,0.1582002192735672
0,simplify_problem,0.8365895533546548,0.11613508313894272
0,no_action,0.7822306372531107,0.12266232818365097
0,harder_problem,0.8475173470998891,0.15116797387599945
0,scaffold,0.922076414773509,0.1598302274942398
0,simplify_problem,0.9894129618591261,0.13460329174995422
0,no_action,0.8777813871169569,0.14379091560840607
0,harder_problem,0.7269928859254529,0.17895081639289856
0,scaffold,0.8968590265191798,0.1776721179485321
0,encouragement,0.6255285744405796,0.16461198031902313
0,simplify_problem,0.7644556037303016,0.11787017434835434
0,no_action,0.7384918876591928,0.1260271817445755
0,harder_problem,0.7843846413088302,0.15755923092365265
0,scaffold,0.7033177086542992,0.15612052381038666
0,encouragement,0.7272619208634832,0.16172297298908234
0,simplify_problem,0.8704158992614195,0.1193576529622078
0,no_action,0.981926912174905,0.1282007098197937
0,harder_problem,0.599763822429518,0.16151918470859528
0,scaffold,0.955514461864029,0.15360809862613678
0,encouragement,0.8414291620678829,0.18582303822040558
0,simplify_problem,0.9141823933617101,0.14339159429073334
0,no_action,0.7715594311346106,0.1559658646583557
0,harder_problem,0.8926722203535447,0.196822389960289
0,encouragement,0.9054563291902822,0.15167200565338135
0,simplify_problem,1.0053491816288125,0.1161048486828804
0,no_action,0.8530923004696409,0.1265392154455185
0,harder_problem,0.6304915218965434,0.1609262079000473
0,scaffold,1.0031269512326277,0.1428818255662918
0,encouragement,0.7886819545162562,0.1570611447095871
0,simplify_problem,0.865599880210105,0.1190795823931694
0,no_action,0.8000893417742434,0.12892240285873413
0,harder_problem,0.7951046554032826,0.16420379281044006
0,encouragement,0.9473071952035688,0.15495632588863373
